DUTY_ID,SEQ,REV_SEQ,Comp idx,START_TIME_SECONDS,START_TIME_HHMMSS,END_TIME_SECONDS,END_TIME_HHMMSS,START_NODE,END_NODE,EVENT_TYPE,TRAIN_COURSE_ID
RSDuty_0,1,65,0,21900,06:05:00,21982,06:06:22,SHENFMS,SHENFLD,TRAIN,5Y23RL#1
RSDuty_0,2,64,1,21982,06:06:22,22260,06:11:00,SHENFLD,SHENFLD,CHANGE_END,
RSDuty_0,3,63,2,22260,06:11:00,25465,07:04:25,SHENFLD,PADTLL,TRAIN,9Y23RL#1
RSDuty_0,4,62,3,25465,07:04:25,25560,07:06:00,PADTLL,PADTLL,CHANGE_END,
RSDuty_0,5,61,4,25560,07:06:00,25677,07:07:57,PADTLL,WBRNPKS,TRAIN,3Y23RL#1
RSDuty_0,6,60,5,25677,07:07:57,26097,07:14:57,WBRNPKS,WBRNPKS,CHANGE_END,
RSDuty_0,7,59,6,26097,07:14:57,26100,07:15:00,WBRNPKS,WBRNPKS,SPARE,
RSDuty_0,8,58,7,26100,07:15:00,26220,07:17:00,WBRNPKS,PADTLL,TRAIN,3W34RL#1
RSDuty_0,9,57,8,26220,07:17:00,26280,07:18:00,PADTLL,PADTLL,CHANGE_END,
RSDuty_0,10,56,9,26280,07:18:00,29425,08:10:25,PADTLL,SHENFLD,TRAIN,9W34RL#1
RSDuty_0,11,55,10,29425,08:10:25,29845,08:17:25,SHENFLD,SHENFLD,CHANGE_END,
RSDuty_0,12,54,11,29845,08:17:25,29845,08:17:25,SHENFLD,SHENFLD,SPARE,
RSDuty_0,13,53,12,29845,08:17:25,33761,09:22:41,SHENFLD,PADTLL,TRAIN,9Y69RL#1
RSDuty_0,14,52,13,33761,09:22:41,33791,09:23:11,PADTLL,PADTLL,CHANGE_END,
RSDuty_0,15,51,14,33791,09:23:11,34948,09:42:28,PADTLL,OLDOXRS,TRAIN,3Y69RL#1
RSDuty_0,16,50,15,34948,09:42:28,35368,09:49:28,OLDOXRS,OLDOXRS,CHANGE_END,
RSDuty_0,17,49,16,35368,09:49:28,47370,13:09:30,OLDOXRS,OLDOXRS,SPARE,
RSDuty_0,18,48,17,47370,13:09:30,48746,13:32:26,OLDOXRS,PADTLL,TRAIN,5U79RM#1
RSDuty_0,19,47,18,48746,13:32:26,48806,13:33:26,PADTLL,PADTLL,CHANGE_END,
RSDuty_0,20,46,19,48806,13:33:26,50645,14:04:05,PADTLL,ABWDXR,TRAIN,9U79JS#1
RSDuty_0,21,45,20,50645,14:04:05,51065,14:11:05,ABWDXR,ABWDXR,CHANGE_END,
RSDuty_0,22,44,21,51065,14:11:05,52676,14:37:56,ABWDXR,PADTLL,TRAIN,9Y98JS#1
RSDuty_0,23,43,22,51065,14:11:05,51065,14:11:05,ABWDXR,ABWDXR,SPARE,
RSDuty_0,24,42,23,52676,14:37:56,52706,14:38:26,PADTLL,PADTLL,CHANGE_END,
RSDuty_0,25,41,24,52706,14:38:26,53049,14:44:09,PADTLL,WBRNPKS,TRAIN,3Y98RM#1
RSDuty_0,26,40,25,53049,14:44:09,53469,14:51:09,WBRNPKS,WBRNPKS,CHANGE_END,
RSDuty_0,27,39,26,53469,14:51:09,53490,14:51:30,WBRNPKS,WBRNPKS,SPARE,
RSDuty_0,28,38,27,53490,14:51:30,53945,14:59:05,WBRNPKS,PADTLL,TRAIN,3W16RN#1
RSDuty_0,29,37,28,53945,14:59:05,53975,14:59:35,PADTLL,PADTLL,CHANGE_END,
RSDuty_0,30,36,29,53975,14:59:35,57144,15:52:24,PADTLL,SHENFLD,TRAIN,9W16JT#1
RSDuty_0,31,35,30,57144,15:52:24,57564,15:59:24,SHENFLD,SHENFLD,CHANGE_END,
RSDuty_0,32,34,31,57564,15:59:24,60579,16:49:39,SHENFLD,PADTLL,TRAIN,9Y53RN#1
RSDuty_0,33,33,32,57564,15:59:24,57564,15:59:24,SHENFLD,SHENFLD,SPARE,
RSDuty_0,34,32,33,60579,16:49:39,60660,16:51:00,PADTLL,PADTLL,CHANGE_END,
RSDuty_0,35,31,34,60660,16:51:00,61128,16:58:48,PADTLL,WBRNPKS,TRAIN,3Y53RN#1
RSDuty_0,36,30,35,61128,16:58:48,61548,17:05:48,WBRNPKS,WBRNPKS,CHANGE_END,
RSDuty_0,37,29,36,61548,17:05:48,61548,17:05:48,WBRNPKS,WBRNPKS,SPARE,
RSDuty_0,38,28,37,61548,17:05:48,61620,17:07:00,WBRNPKS,PADTLL,TRAIN,3W64RN#1
RSDuty_0,39,27,38,61620,17:07:00,61650,17:07:30,PADTLL,PADTLL,CHANGE_END,
RSDuty_0,40,26,39,61650,17:07:30,64880,18:01:20,PADTLL,SHENFLD,TRAIN,9W64RN#1
RSDuty_0,41,25,40,64880,18:01:20,65300,18:08:20,SHENFLD,SHENFLD,CHANGE_END,
RSDuty_0,42,24,41,65300,18:08:20,68430,19:00:30,SHENFLD,PADTLL,TRAIN,9Y97RN#1
RSDuty_0,43,23,42,65300,18:08:20,65300,18:08:20,SHENFLD,SHENFLD,SPARE,
RSDuty_0,44,22,43,68430,19:00:30,68610,19:03:30,PADTLL,PADTLL,CHANGE_END,
RSDuty_0,45,21,44,68610,19:03:30,68820,19:07:00,PADTLL,WBRNPKS,TRAIN,3Y97RN#1
RSDuty_0,46,20,45,68820,19:07:00,69240,19:14:00,WBRNPKS,WBRNPKS,CHANGE_END,
RSDuty_0,47,19,46,69240,19:14:00,69678,19:21:18,WBRNPKS,WBRNPKS,SPARE,
RSDuty_0,48,18,47,69678,19:21:18,69750,19:22:30,WBRNPKS,PADTLL,TRAIN,3W12RO
RSDuty_0,49,17,48,69750,19:22:30,69780,19:23:00,PADTLL,PADTLL,CHANGE_END,
RSDuty_0,50,16,49,69780,19:23:00,72840,20:14:00,PADTLL,SHENFLD,TRAIN,9W12RO
RSDuty_0,51,15,50,72840,20:14:00,73260,20:21:00,SHENFLD,SHENFLD,CHANGE_END,
RSDuty_0,52,14,51,73260,20:21:00,76470,21:14:30,SHENFLD,PADTLL,TRAIN,9Y39RO
RSDuty_0,53,13,52,73260,20:21:00,73260,20:21:00,SHENFLD,SHENFLD,SPARE,
RSDuty_0,54,12,53,76470,21:14:30,76620,21:17:00,PADTLL,PADTLL,CHANGE_END,
RSDuty_0,55,11,54,76620,21:17:00,77088,21:24:48,PADTLL,WBRNPKS,TRAIN,3Y39RO
RSDuty_0,56,10,55,77088,21:24:48,77508,21:31:48,WBRNPKS,WBRNPKS,CHANGE_END,
RSDuty_0,57,9,56,77508,21:31:48,77508,21:31:48,WBRNPKS,WBRNPKS,SPARE,
RSDuty_0,58,8,57,77508,21:31:48,77580,21:33:00,WBRNPKS,PADTLL,TRAIN,3W48RO
RSDuty_0,59,7,58,77580,21:33:00,77610,21:33:30,PADTLL,PADTLL,CHANGE_END,
RSDuty_0,60,6,59,77610,21:33:30,80855,22:27:35,PADTLL,SHENFLD,TRAIN,9W48RO
RSDuty_0,61,5,60,80855,22:27:35,81275,22:34:35,SHENFLD,SHENFLD,CHANGE_END,
RSDuty_0,62,4,61,81275,22:34:35,84360,23:26:00,SHENFLD,PADTLL,TRAIN,9Y71RO
