TRAIN_COURSE_ID,SEQ,NODE,ARRIVAL_SECONDS,DEPARTURE_SECONDS,Track,Activity
2C01RL#1,1,GIDEAPK,17009,17100,3,STOP
2C01RL#1,2,ROMFORD,17211,17280,4,STOP
2C01RL#1,3,CHDWLHT,17452,17490,3,STOP
2C01RL#1,4,GODMAYS,17573,17610,2,STOP
2C01RL#1,5,SVNKNGS,17701,17731,3,STOP
2C01RL#1,6,ILFELWJ,17752,17752,2,PASS
2C01RL#1,7,ILFELEJ,17789,17789,1,PASS
2C01RL#1,8,ILFORD,17844,17940,3,STOP
2C01RL#1,9,MANPKJ,18012,18012,1,PASS
2C01RL#1,10,MANRPK,18060,18090,1,STOP
2C01RL#1,11,FRSTGTJ,18131,18131,2,PASS
2C01RL#1,12,FRSTGT,18189,18240,2,STOP
2C01RL#1,13,MRYLAND,18328,18360,1,STOP
2C01RL#1,14,STFD,18438,18540,5,STOP
2C01RL#1,15,PUDGMLL,18581,18581,4,PASS
2C01RL#1,16,BOWJ,18621,18621,2,PASS
2C01RL#1,17,BTHNLGR,18719,18719,2,PASS
2C01RL#1,18,WHELSTJ,18772,18772,2,PASS
2C01RL#1,19,LIVST,18900,,16,STOP
2C02RN#1,1,LIVST,62688,63540,17,STOP
2C02RN#1,2,WHELSTJ,63621,63621,1,PASS
2C02RN#1,3,BTHNLGR,63705,63705,1,PASS
2C02RN#1,4,BOWJ,63825,63825,1,PASS
2C02RN#1,5,PUDGMLL,65776,65776,3,PASS
2C02RN#1,6,STFD,65921,65981,8,STOP
2C02RN#1,7,MRYLAND,66071,66101,2,STOP
2C02RN#1,8,FRSTGT,66191,66221,1,STOP
2C02RN#1,9,FRSTGTJ,66281,66281,1,PASS
2C02RN#1,10,MANRPK,66341,66371,2,STOP
2C02RN#1,11,MANPKJ,66399,66399,2,PASS
2C02RN#1,12,ILFORD,66491,66551,4,STOP
2C02RN#1,13,ILFELEJ,66594,66594,2,PASS
2C02RN#1,14,ILFELWJ,66652,66652,1,PASS
2C02RN#1,15,SVNKNGS,66671,66701,4,STOP
2C02RN#1,16,GODMAYS,66791,66821,1,STOP
2C02RN#1,17,CHDWLHT,66911,66941,4,STOP
2C02RN#1,18,ROMFORD,67121,67181,5,STOP
2C02RN#1,19,GIDEAPK,67301,,4,STOP
2C04RN#1,1,LIVST,65418,65838,17,STOP
2C04RN#1,2,WHELSTJ,65919,65919,1,PASS
2C04RN#1,3,BTHNLGR,66003,66003,1,PASS
2C04RN#1,4,BOWJ,66123,66123,1,PASS
2C04RN#1,5,PUDGMLL,68072,68072,3,PASS
2C04RN#1,6,STFD,68217,68277,8,STOP
2C04RN#1,7,MRYLAND,68367,68397,2,STOP
2C04RN#1,8,FRSTGT,68487,68517,1,STOP
2C04RN#1,9,FRSTGTJ,68577,68577,1,PASS
2C04RN#1,10,MANRPK,68637,68667,2,STOP
2C04RN#1,11,MANPKJ,68695,68695,2,PASS
2C04RN#1,12,ILFORD,68787,68847,4,STOP
2C04RN#1,13,ILFELEJ,68890,68890,2,PASS
2C04RN#1,14,ILFELWJ,68948,68948,1,PASS
2C04RN#1,15,SVNKNGS,68967,68997,4,STOP
2C04RN#1,16,GODMAYS,69087,69117,1,STOP
2C04RN#1,17,CHDWLHT,69207,69237,4,STOP
2C04RN#1,18,ROMFORD,69417,69477,5,STOP
2C04RN#1,19,GIDEAPK,69597,,4,STOP
2C05RL#1,1,GIDEAPK,18209,18300,3,STOP
2C05RL#1,2,ROMFORD,18411,18480,4,STOP
2C05RL#1,3,CHDWLHT,18652,18690,3,STOP
2C05RL#1,4,GODMAYS,18773,18810,2,STOP
2C05RL#1,5,SVNKNGS,18901,18931,3,STOP
2C05RL#1,6,ILFELWJ,18952,18952,2,PASS
2C05RL#1,7,ILFELEJ,18989,18989,1,PASS
2C05RL#1,8,ILFORD,19044,19140,3,STOP
2C05RL#1,9,MANPKJ,19212,19212,1,PASS
2C05RL#1,10,MANRPK,19260,19290,1,STOP
2C05RL#1,11,FRSTGTJ,19331,19331,2,PASS
2C05RL#1,12,FRSTGT,19389,19440,2,STOP
2C05RL#1,13,MRYLAND,19528,19560,1,STOP
2C05RL#1,14,STFD,19638,19740,5,STOP
