TRAIN_COURSE_ID,SEQ,NODE,ARRIVAL_SECONDS,DEPARTURE_SECONDS,Track,Activity
2C01RL#1,1,GIDEAPK,17009.0,17100.0,3,STOP
2C01RL#1,2,ROMFORD,17211.0,17280.0,4,STOP
2C01RL#1,3,CHDWLHT,17452.0,17490.0,3,STOP
2C01RL#1,4,GODMAYS,17573.0,17610.0,2,STOP
2C01RL#1,5,SVNKNGS,17701.0,17731.0,3,STOP
2C01RL#1,6,ILFELWJ,17752.0,17752.0,2,PASS
2C01RL#1,7,ILFELEJ,17789.0,17789.0,1,PASS
2C01RL#1,8,ILFORD,17844.0,17940.0,3,STOP
2C01RL#1,9,MANPKJ,18012.0,18012.0,1,PASS
2C01RL#1,10,MANRPK,18060.0,18090.0,1,STOP
2C01RL#1,11,FRSTGTJ,18131.0,18131.0,2,PASS
2C01RL#1,12,FRSTGT,18189.0,18240.0,2,STOP
2C01RL#1,13,MRYLAND,18328.0,18360.0,1,STOP
2C01RL#1,14,STFD,18438.0,18540.0,5,STOP
2C01RL#1,15,PUDGMLL,18581.0,18581.0,4,PASS
2C01RL#1,16,BOWJ,18621.0,18621.0,2,PASS
2C01RL#1,17,BTHNLGR,18719.0,18719.0,2,PASS
2C01RL#1,18,WHELSTJ,18772.0,18772.0,2,PASS
2C01RL#1,19,LIVST,18900.0,,16,STOP
2C02RN#1,1,LIVST,64504.0,64924.0,17,STOP
2C02RN#1,2,WHELSTJ,65020.0,65020.0,1,PASS
2C02RN#1,3,BTHNLGR,65104.0,65104.0,1,PASS
2C02RN#1,4,BOWJ,65224.0,65224.0,1,PASS
2C02RN#1,5,PUDGMLL,67589.0,67589.0,3,PASS
2C02RN#1,6,STFD,67734.0,67794.0,8,STOP
2C02RN#1,7,MRYLAND,67884.0,67914.0,2,STOP
2C02RN#1,8,FRSTGT,68004.0,68034.0,1,STOP
2C02RN#1,9,FRSTGTJ,68094.0,68094.0,1,PASS
2C02RN#1,10,MANRPK,68154.0,68184.0,2,STOP
2C02RN#1,11,MANPKJ,68212.0,68212.0,2,PASS
2C02RN#1,12,ILFORD,68304.0,68364.0,4,STOP
2C02RN#1,13,ILFELEJ,68407.0,68407.0,2,PASS
2C02RN#1,14,ILFELWJ,68465.0,68465.0,1,PASS
2C02RN#1,15,SVNKNGS,68484.0,68514.0,4,STOP
2C02RN#1,16,GODMAYS,68604.0,68634.0,1,STOP
2C02RN#1,17,CHDWLHT,68724.0,68754.0,4,STOP
